"","VIN..1.10.","County","City","State","Postal.Code","Model.Year","Make","Model","Electric.Vehicle.Type","Clean.Alternative.Fuel.Vehicle..CAFV..Eligibility","Electric.Range","Base.MSRP","Legislative.District","DOL.Vehicle.ID","Vehicle.Location","Electric.Utility","X2020.Census.Tract"
"96","WP0CH2A75J","King","Sammamish","WA",98074,2018,"PORSCHE","PANAMERA","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,184400,45,254562381,"POINT (-122.0430602 47.6259676)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032317
"97","5YJSA1DP3D","King","Kirkland","WA",98033,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,48,221064735,"POINT (-122.1925969 47.676241)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033022603
"98","5YJSA1H29E","King","Burien","WA",98168,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,34,250199099,"POINT (-122.297205 47.486649)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033027000
"99","KNDJX3AE4G","King","Bellevue","WA",98007,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,41,209997770,"POINT (-122.1436732 47.6157551)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033023401
"100","LYVBR0DK1K","King","Kirkland","WA",98033,2019,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,48,264443714,"POINT (-122.1925969 47.676241)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033022501
"101","LYVBR0DL0K","King","Kirkland","WA",98034,2019,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,45,473918336,"POINT (-122.2026532 47.7210518)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033022005
"102","5YJSA1CG7D","King","Bellevue","WA",98004,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,48,9618535,"POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033023806
"103","5YJSA1CG3D","King","Bellevue","WA",98004,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,41,171328769,"POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033023807
"104","5YJSA1H2XE","Snohomish","Arlington","WA",98223,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,39,193175517,"POINT (-122.1264 48.19471)","PUGET SOUND ENERGY INC",53061052701
"105","5YJSA1H1XE","King","Renton","WA",98057,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,37,102147216,"POINT (-122.2171169 47.4762968)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033026004
"106","5YJSA1CP3D","King","Bellevue","WA",98005,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,41,174598231,"POINT (-122.167394 47.614119)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033023500
"107","5YJSA1H12E","King","Auburn","WA",98001,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,47,257824570,"POINT (-122.2651204 47.3164638)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033029902
"108","KNDJX3AE2G","King","Kirkland","WA",98033,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,45,7072754,"POINT (-122.1925969 47.676241)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033022402
"109","5YJSA1H18E","King","Bellevue","WA",98004,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,48,112772068,"POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033024002
"110","5YJSA1DP1D","Kitsap","Bainbridge Island","WA",98110,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,23,2443710,"POINT (-122.5305071 47.6400595)","PUGET SOUND ENERGY INC",53035091002
"111","KNDJX3AE0G","King","Pacific","WA",98047,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,30,233780025,"POINT (-122.248919 47.264624)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033030902
"112","WBA8E1C37H","King","Renton","WA",98055,2017,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,44100,11,272232831,"POINT (-122.2003346 47.4487206)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033025805
"113","5YJSA1DNXD","Thurston","Olympia","WA",98506,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,22,475076241,"POINT (-122.87741 47.05997)","PUGET SOUND ENERGY INC",53067010300
"114","5YJSA1DP7C","King","Bellevue","WA",98005,2012,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",265,59900,48,213881426,"POINT (-122.167394 47.614119)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033022805
"115","2C4RC1N72K","King","Redmond","WA",98052,2019,"CHRYSLER","PACIFICA","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible",32,39995,45,297080570,"POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032323
"116","5YJSA1CN0C","King","Bellevue","WA",98006,2012,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",265,59900,41,199336938,"POINT (-122.144149 47.560742)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033024902
"117","5YJSA1CG2D","King","Kirkland","WA",98033,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,48,220918155,"POINT (-122.1925969 47.676241)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033022701
"118","5YJSA1H16E","King","Renton","WA",98055,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,11,243217138,"POINT (-122.2003346 47.4487206)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033029308
"119","KNDJX3AE7G","Kitsap","Silverdale","WA",98383,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,23,186600151,"POINT (-122.7035285 47.660204)","PUGET SOUND ENERGY INC",53035091205
"120","KNDJX3AEXG","King","Seattle","WA",98178,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,37,196510464,"POINT (-122.2453 47.499708)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033011902
"121","LYVBR0DL8J","King","Seattle","WA",98103,2018,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,43,212123964,"POINT (-122.3499053 47.673887)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033005000
"122","5YJSA1CG0D","King","Newcastle","WA",98059,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,41,174770375,"POINT (-122.134502 47.492627)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033025005
"123","5YJSA1DN7D","King","Seattle","WA",98109,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,36,185929376,"POINT (-122.35022 47.63824)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033007002
"124","2C4RC1L77K","Kitsap","Bainbridge Island","WA",98110,2019,"CHRYSLER","PACIFICA","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible",32,39995,23,215094316,"POINT (-122.5305071 47.6400595)","PUGET SOUND ENERGY INC",53035091002
"125","5YJSA1CGXD","Kitsap","Poulsbo","WA",98370,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,23,264314767,"POINT (-122.6368884 47.7469547)","PUGET SOUND ENERGY INC",53035091100
"126","JF2GTDNC5K","King","Bellevue","WA",98004,2019,"SUBARU","CROSSTREK","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,34995,41,230802106,"POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033023807
"127","KNDJX3AE4G","King","Seattle","WA",98133,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,32,153963589,"POINT (-122.342434 47.736655)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033001400
"128","5YJSA1DP0D","Kitsap","Bremerton","WA",98310,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,23,175347238,"POINT (-122.6231895 47.5930874)","PUGET SOUND ENERGY INC",53035080300
"129","WBA8E1C57J","King","Bellevue","WA",98007,2018,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,45600,48,151235122,"POINT (-122.1436732 47.6157551)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033023201
"130","KNDJP3AE0G","King","Kirkland","WA",98033,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,48,153890957,"POINT (-122.1925969 47.676241)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033022501
"131","5YJRE11B78","King","Burien","WA",98166,2008,"TESLA","ROADSTER","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",220,98950,34,265857770,"POINT (-122.3472273 47.4568458)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033027902
"132","LYVBR0DM3K","King","Kirkland","WA",98034,2019,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,1,477173931,"POINT (-122.2026532 47.7210518)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033022205
"133","5YJSA1AG7D","Kitsap","Silverdale","WA",98383,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,23,105486167,"POINT (-122.7035285 47.660204)","PUGET SOUND ENERGY INC",53035090400
"134","5YJSA1CP0C","King","Bellevue","WA",98008,2012,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",265,59900,48,212582730,"POINT (-122.1197677 47.6103472)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033023202
"135","LYVBR0DMXJ","King","Seattle","WA",98116,2018,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,34,216613134,"POINT (-122.395519 47.572137)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033009701
"136","5YJSA1DP1D","Snohomish","Lake Stevens","WA",98258,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,44,307941070,"POINT (-122.0816912 48.0122934)","PUGET SOUND ENERGY INC",53061052605
"137","5YJSA1H12E","King","Seattle","WA",98125,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,46,154482317,"POINT (-122.30253 47.72656)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033000102
"138","5YJSA1DP9C","King","Auburn","WA",98002,2012,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",265,59900,47,158528457,"POINT (-122.22285 47.30507)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033030504
"139","YV4BR0PK0J","King","Kirkland","WA",98033,2018,"VOLVO","XC90","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",19,64950,48,221600536,"POINT (-122.1925969 47.676241)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033022501
"140","WBA8E1C56H","King","Bellevue","WA",98004,2017,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,44100,41,476482660,"POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033023807
"141","KNDJP3AE6G","King","Shoreline","WA",98155,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,32,258967047,"POINT (-122.301507 47.761784)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033020500
"142","5YJSA1H27E","King","Bellevue","WA",98004,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,48,206743421,"POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033023805
"143","WBA8E1C51H","King","Seattle","WA",98119,2017,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,44100,36,211539163,"POINT (-122.3684 47.64586)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033006000
"144","WBA8E1C59J","King","Bellevue","WA",98007,2018,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,45600,41,338380472,"POINT (-122.1436732 47.6157551)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033023604
"145","5YJSA1H1XE","King","Kirkland","WA",98034,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,1,192749315,"POINT (-122.2026532 47.7210518)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033022203
"146","5YJSA1H17E","King","Lake Forest Park","WA",98155,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,46,262583996,"POINT (-122.301507 47.761784)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033021300
"147","WBAJA9C56K","King","Seattle","WA",98177,2019,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",16,53400,36,257002581,"POINT (-122.3691687 47.7403542)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033001600
"148","5YJSA1DG5D","King","Medina","WA",98039,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,48,177257461,"POINT (-122.2363532 47.621118)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033024200
"149","5YJSA1CP3D","King","Kirkland","WA",98034,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,1,136114933,"POINT (-122.2026532 47.7210518)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033022203
"150","KNDJP3AE6G","King","Seattle","WA",98177,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,32,188485867,"POINT (-122.3691687 47.7403542)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033000500
"151","YV4BR0DL5J","Thurston","Olympia","WA",98502,2018,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,35,252348337,"POINT (-122.92333 47.03779)","PUGET SOUND ENERGY INC",53067011901
"152","YV4BR0PL1J","King","Seattle","WA",98125,2018,"VOLVO","XC90","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",19,64950,46,153966291,"POINT (-122.30253 47.72656)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033001000
"153","5YJSA1H12E","King","Bellevue","WA",98004,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,41,114082104,"POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033023901
"154","5YJSA1DP1C","Kitsap","Bainbridge Island","WA",98110,2012,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",265,59900,23,173205105,"POINT (-122.5305071 47.6400595)","PUGET SOUND ENERGY INC",53035091002
"155","KNDJX3AE7G","King","Bellevue","WA",98005,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,48,235123108,"POINT (-122.167394 47.614119)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033023701
"156","WP0AH2A71J","Clark","Brush Prairie","WA",98606,2018,"PORSCHE","PANAMERA","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,184400,18,107105750,"POINT (-122.4767202 45.7381698)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)",53011040603
"157","5YJSA1DP2D","King","Seattle","WA",98109,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,36,159799993,"POINT (-122.35022 47.63824)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033007002
"158","KNDJP3AE5G","Kitsap","Bainbridge Island","WA",98110,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,23,304645596,"POINT (-122.5305071 47.6400595)","PUGET SOUND ENERGY INC",53035090700
"159","YV4BR0PK3J","King","Kirkland","WA",98034,2018,"VOLVO","XC90","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",19,64950,45,252743235,"POINT (-122.2026532 47.7210518)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033022003
"160","WMZYU7C43J","King","Kirkland","WA",98033,2018,"MINI","COUNTRYMAN","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",12,36800,45,312970920,"POINT (-122.1925969 47.676241)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033022401
"161","WMZYU7C52K","King","Renton","WA",98055,2019,"MINI","COUNTRYMAN","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",12,36900,11,230244094,"POINT (-122.2003346 47.4487206)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033025805
"162","KNDJX3AE6G","King","Kent","WA",98031,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,11,168533725,"POINT (-122.201564 47.402358)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033029306
"163","5YJSA1H13E","King","Seattle","WA",98103,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,46,206455581,"POINT (-122.3499053 47.673887)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033002700
"164","2C4RC1N74K","Clark","Camas","WA",98607,2019,"CHRYSLER","PACIFICA","Plug-in Hybrid Electric Vehicle (PHEV)","Clean Alternative Fuel Vehicle Eligible",32,39995,18,219201776,"POINT (-122.4220033 45.6092439)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)",53011041325
"165","LYVBR0DM7K","King","Lake Forest Park","WA",98155,2019,"VOLVO","XC60","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",17,52900,46,228618050,"POINT (-122.301507 47.761784)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033021300
"166","WBA8E1C36H","King","Kirkland","WA",98033,2017,"BMW","330E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,44100,48,350006135,"POINT (-122.1925969 47.676241)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033022701
"167","5YJSA1H18E","King","Kirkland","WA",98033,2014,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,45,101090699,"POINT (-122.1925969 47.676241)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033022402
"168","YV4BR0PL3J","Kitsap","Bainbridge Island","WA",98110,2018,"VOLVO","XC90","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",19,64950,23,132469508,"POINT (-122.5305071 47.6400595)","PUGET SOUND ENERGY INC",53035090700
"169","5YJSA1CN0D","Yakima","Sunnyside","WA",98944,2013,"TESLA","MODEL S","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",208,69900,15,128659436,"POINT (-120.0061707 46.3264238)","BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN",53077002006
"170","KNDJX3AE5G","King","Redmond","WA",98052,2016,"KIA","SOUL","Battery Electric Vehicle (BEV)","Clean Alternative Fuel Vehicle Eligible",93,31950,45,243839872,"POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033032323
"171","WMZYU7C44J","King","Seattle","WA",98112,2018,"MINI","COUNTRYMAN","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",12,36800,43,138178267,"POINT (-122.30207 47.64085)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033006400
"172","WP0AH2A7XJ","King","Kent","WA",98042,2018,"PORSCHE","PANAMERA","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,184400,47,475425590,"POINT (-122.1145138 47.3581107)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)",53033031704
"173","WBAJB1C56J","King","Seattle","WA",98144,2018,"BMW","530E","Plug-in Hybrid Electric Vehicle (PHEV)","Not eligible due to low battery range",14,54950,37,474740353,"POINT (-122.3016563 47.5858977)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)",53033008900
